#Second case with k = 0.4 and B = 20.0
#u              v              
-3.507362       0.552773       
-3.501834       0.805195       
-3.493782       1.052690       
-3.483255       1.294405       
-3.470311       1.529531       
-3.455016       1.757305       
-3.437443       1.977015       
-3.417673       2.188003       
-3.395793       2.389672       
-3.371896       2.581488       
-3.346081       2.762978       
-3.318451       2.933737       
-3.289114       3.093422       
-3.258180       3.241758       
-3.225762       3.378533       
-3.191977       3.503596       
-3.156941       3.616857       
-3.120772       3.718284       
-3.083589       3.807899       
-3.045510       3.885774       
-3.006653       3.952029       
-2.967132       4.006826       
-2.927064       4.050367       
-2.886560       4.082890       
-2.845731       4.104664       
-2.804685       4.115983       
-2.763525       4.117166       
-2.722353       4.108552       
-2.681268       4.090495       
-2.640363       4.063360       
-2.599729       4.027525       
-2.559454       3.983371       
-2.519620       3.931284       
-2.480307       3.871651       
-2.441591       3.804860       
-2.403542       3.731293       
-2.366229       3.651330       
-2.329716       3.565344       
-2.294063       3.473701       
-2.259326       3.376759       
-2.225558       3.274866       
-2.192809       3.168360       
-2.161126       3.057572       
-2.130550       2.942818       
-2.101122       2.824406       
-2.072878       2.702632       
-2.045852       2.577781       
-2.020074       2.450129       
-1.995572       2.319939       
-1.972373       2.187465       
-1.950498       2.052952       
-1.929969       1.916633       
-1.910803       1.778733       
-1.893015       1.639470       
-1.876620       1.499052       
-1.861630       1.357679       
-1.848053       1.215545       
-1.835898       1.072838       
-1.825169       0.929738       
-1.815872       0.786420       
-1.808008       0.643056       
-1.801577       0.499812       
-1.796579       0.356850       
-1.793011       0.214330       
-1.790867       0.072408       
-1.790143       -0.068762      
-1.790831       -0.209027      
-1.792921       -0.348236      
-1.796403       -0.486238      
-1.801266       -0.622882      
-1.807495       -0.758018      
-1.815075       -0.891495      
-1.823990       -1.023160      
-1.834221       -1.152860      
-1.845750       -1.280438      
-1.858554       -1.405737      
-1.872612       -1.528597      
-1.887898       -1.648854      
-1.904386       -1.766342      
-1.922050       -1.880892      
-1.940859       -1.992331      
-1.960782       -2.100483      
-1.981787       -2.205167      
-2.003838       -2.306199      
-2.026900       -2.403393      
-2.050934       -2.496558      
-2.075900       -2.585498      
-2.101755       -2.670018      
-2.128455       -2.749916      
-2.155954       -2.824990      
-2.184204       -2.895036      
-2.213154       -2.959847      
-2.242753       -3.019216      
-2.272945       -3.072939      
-2.303675       -3.120808      
-2.334883       -3.162620      
-2.366509       -3.198175      
-2.398491       -3.227276      
-2.430763       -3.249732      
-2.463261       -3.265360      
-2.495914       -3.273982      
-2.528654       -3.275434      
-2.561408       -3.269562      
-2.594104       -3.256222      
-2.626666       -3.235291      
-2.659019       -3.206657      
-2.691086       -3.170229      
-2.722788       -3.125938      
-2.754047       -3.073733      
-2.784785       -3.013589      
-2.814921       -2.945506      
-2.844376       -2.869513      
-2.873071       -2.785662      
-2.900927       -2.694040      
-2.927868       -2.594762      
-2.953815       -2.487975      
-2.978695       -2.373857      
-3.002434       -2.252620      
-3.024960       -2.124508      
-3.046205       -1.989797      
-3.066103       -1.848796      
-3.084591       -1.701844      
-3.101609       -1.549311      
-3.117102       -1.391594      
-3.131018       -1.229119      
-3.143310       -1.062334      
-3.153933       -0.891713      
-3.162850       -0.717746      
-3.170028       -0.540941      
-3.175437       -0.361822      
-3.179055       -0.180920      
-3.180864       0.001224       
-3.180852       0.184067       
-3.179011       0.367066       
-3.175341       0.549679       
-3.169844       0.731375       
-3.162530       0.911630       
-3.153414       1.089936       
-3.142515       1.265801       
-3.129857       1.438753       
-3.115469       1.608343       
-3.099386       1.774146       
-3.081644       1.935766       
-3.062287       2.092835       
-3.041358       2.245016       
-3.018908       2.392004       
-2.994988       2.533529       
-2.969653       2.669351       
-2.942959       2.799266       
-2.914967       2.923104       
-2.885735       3.040729       
-2.855328       3.152035       
-2.823808       3.256951       
-2.791238       3.355438       
-2.757684       3.447483       
-2.723209       3.533104       
-2.687878       3.612347       
-2.651755       3.685280       
-2.614902       3.751997       
-2.577382       3.812613       
-2.539256       3.867261       
-2.500583       3.916094       
-2.461422       3.959281       
-2.421829       3.997003       
-2.381859       4.029454       
-2.341565       4.056840       
-2.300996       4.079373       
-2.260203       4.097274       
-2.219230       4.110768       
-2.178122       4.120087       
-2.136921       4.125462       
-2.095667       4.127126       
-2.054395       4.125316       
-2.013142       4.120262       
-1.971940       4.112198       
-1.930818       4.101352       
-1.889804       4.087948       
-1.848925       4.072209       
-1.808203       4.054350       
-1.767659       4.034583       
-1.727313       4.013114       
-1.687182       3.990141       
-1.647281       3.965858       
-1.607622       3.940453       
-1.568218       3.914104       
-1.529077       3.886985       
-1.490207       3.859263       
-1.451614       3.831097       
-1.413303       3.802640       
-1.375277       3.774038       
-1.337536       3.745429       
-1.300082       3.716947       
-1.262913       3.688718       
-1.226025       3.660861       
-1.189417       3.633490       
-1.153082       3.606712       
-1.117015       3.580630       
-1.081208       3.555339       
-1.045655       3.530930       
-1.010346       3.507488       
-0.975271       3.485094       
-0.940420       3.463824       
-0.905782       3.443748       
-0.871344       3.424932       
-0.837095       3.407438       
-0.803021       3.391326       
-0.769107       3.376647       
-0.735341       3.363454       
-0.701706       3.351792       
-0.668188       3.341705       
-0.634771       3.333233       
-0.601439       3.326412       
-0.568175       3.321277       
-0.534962       3.317857       
-0.501784       3.316181       
-0.468622       3.316275       
-0.435459       3.318160       
-0.402277       3.321857       
-0.369059       3.327384       
-0.335785       3.334755       
-0.302437       3.343983       
-0.268998       3.355078       
-0.235447       3.368049       
-0.201766       3.382901       
-0.167937       3.399638       
-0.133941       3.418260       
-0.099758       3.438765       
-0.065371       3.461150       
-0.030759       3.485408       
0.004095        3.511531       
0.039210        3.539505       
0.074605        3.569318       
0.110298        3.600951       
0.146308        3.634383       
0.182652        3.669592       
0.219348        3.706550       
0.256413        3.745226       
0.293865        3.785586       
0.331721        3.827592       
0.369997        3.871201       
0.408709        3.916365       
